timestamp,accion,precio_eth_btc,eth_usado,btc_obtenido,btc_final
2024-05-11 10:00:00,Vender ETH,0.04785,0.021455638249940612,0.0010266522902596582,0.0010266522902596582
2024-05-11 13:00:00,Vender ETH,0.0478,0.021460123124156735,0.001025793885334692,0.001025793885334692
2024-05-11 15:00:00,Vender ETH,0.04782,0.021500605435646445,0.001028158951932613,0.001028158951932613
2024-05-11 17:00:00,Vender ETH,0.04796,0.02151860510532886,0.0010320323008515722,0.0010320323008515722
2024-05-11 19:00:00,Vender ETH,0.04793,0.021545559516734283,0.001032678667637074,0.001032678667637074
2024-05-11 21:00:00,Vender ETH,0.04792,0.021554553697288124,0.001032894213174047,0.001032894213174047
2024-05-12 00:00:00,Vender ETH,0.04789,0.021572560843234063,0.0010331099387824794,0.0010331099387824794
2024-05-12 02:00:00,Vender ETH,0.04792,0.021590594331922248,0.001034621280385714,0.001034621280385714
2024-05-12 09:00:00,Vender ETH,0.0478,0.02158608972221394,0.0010318150887218265,0.0010318150887218265
2024-05-12 12:00:00,Vender ETH,0.0479,0.021545522838208948,0.0010320305439502086,0.0010320305439502086
2024-05-12 21:00:00,Vender ETH,0.04783,0.021550021798918535,0.0010307375426422734,0.0010307375426422734
2024-05-13 00:00:00,Vender ETH,0.04767,0.02155903665848721,0.0010277192775100853,0.0010277192775100853
2024-05-13 04:00:00,Vender ETH,0.04732,0.021627089173192032,0.001023393859675447,0.001023393859675447
2024-05-13 06:00:00,Vender ETH,0.04746,0.021659129305300465,0.0010279422768295601,0.0010279422768295601
2024-05-13 11:00:00,Vender ETH,0.04728,0.021695700228568177,0.0010257727068067035,0.0010257727068067035
2024-05-13 13:00:00,Vender ETH,0.04723,0.021737077914954512,0.0010266421899233016,0.0010266421899233016
2024-05-13 16:00:00,Vender ETH,0.0471,0.021824876486464747,0.0010279516825124897,0.0010279516825124897
2024-05-13 18:00:00,Vender ETH,0.04689,0.02195070857383066,0.0010292687250269196,0.0010292687250269196
2024-05-13 20:00:00,Vender ETH,0.04681,0.02199292147493418,0.001029488654241669,0.001029488654241669
2024-05-13 23:00:00,Vender ETH,0.04689,0.021978835487653052,0.0010305875960160515,0.0010305875960160515
2024-05-14 06:00:00,Vender ETH,0.047,0.02189943892936786,0.0010292736296802895,0.0010292736296802895
2024-05-14 15:00:00,Vender ETH,0.04692,0.021876166411908385,0.0010264297280467415,0.0010264297280467415
2024-05-14 18:00:00,Vender ETH,0.04701,0.021880829845379268,0.0010286178110312794,0.0010286178110312794
2024-05-15 01:00:00,Vender ETH,0.04677,0.02189480227823072,0.0010240199025528507,0.0010240199025528507
2024-05-15 03:00:00,Vender ETH,0.04686,0.021904169038563653,0.0010264293611470928,0.0010264293611470928
2024-05-15 11:00:00,Vender ETH,0.0464,0.021885487444500914,0.0010154866174248423,0.0010154866174248423
2024-05-15 14:00:00,Vender ETH,0.04614,0.021965966199974957,0.0010135096804668444,0.0010135096804668444
2024-05-15 19:00:00,Vender ETH,0.04583,0.022028030438314375,0.0010095446349879479,0.0010095446349879479
2024-05-15 23:00:00,Vender ETH,0.0458,0.022037647565770528,0.0010093242585122902,0.0010093242585122902
2024-05-16 03:00:00,Vender ETH,0.04568,0.022071381117697138,0.0010082206894564052,0.0010082206894564052
2024-05-20 19:00:00,Vender ETH,0.04912,0.021663289231040633,0.0010641007670287158,0.0010641007670287158
2024-05-21 00:00:00,Vender ETH,0.05175,0.020502904952383733,0.001061025331285858,0.001061025331285858
2024-05-21 03:00:00,Vender ETH,0.05188,0.020578458713845192,0.0010676104380742885,0.0010676104380742885
2024-05-21 06:00:00,Vender ETH,0.05154,0.02069413526021106,0.001066575731311278,0.001066575731311278
2024-05-21 09:00:00,Vender ETH,0.05186,0.02067007231223407,0.001071949950112459,0.001071949950112459
2024-05-21 19:00:00,Vender ETH,0.05357,0.019976704251070797,0.0010701520467298626,0.0010701520467298626
2024-05-22 01:00:00,Vender ETH,0.054,0.019806626813434435,0.0010695578479254595,0.0010695578479254595
2024-05-22 06:00:00,Vender ETH,0.05391,0.01985073956803006,0.0010701533701125004,0.0010701533701125004
2024-05-22 08:00:00,Vender ETH,0.0538,0.019913534985346117,0.0010713481822116212,0.0010713481822116212
2024-05-22 13:00:00,Vender ETH,0.0531,0.020092801616872116,0.0010669277658559094,0.0010669277658559094
2024-05-22 16:00:00,Vender ETH,0.05356,0.01997992070891216,0.0010701245531693354,0.0010701245531693354
2024-05-22 18:00:00,Vender ETH,0.05364,0.019991118123843365,0.001072323576162958,0.001072323576162958
2024-05-23 00:00:00,Vender ETH,0.05411,0.01979552475840794,0.0010711358446774536,0.0010711358446774536
2024-05-23 02:00:00,Vender ETH,0.05422,0.01980284423511654,0.0010737102144280188,0.0010737102144280188
2024-05-23 06:00:00,Vender ETH,0.05449,0.019799192595021553,0.0010788580045027244,0.0010788580045027244
2024-05-23 10:00:00,Vender ETH,0.05506,0.019730395107950337,0.0010863555546437454,0.0010863555546437454
2024-05-23 15:00:00,Vender ETH,0.05602,0.019514200730083447,0.0010931855248992746,0.0010931855248992746
2024-05-23 18:00:00,Vender ETH,0.05604,0.01952814442478161,0.0010943572135647614,0.0010943572135647614
2024-05-23 21:00:00,Vender ETH,0.05652,0.019757306617887008,0.0011166829700429736,0.0011166829700429736
2024-05-24 00:00:00,Vender ETH,0.05622,0.019830988635108748,0.0011148981810658138,0.0011148981810658138
2024-05-24 04:00:00,Vender ETH,0.05619,0.019827461872057865,0.0011141050825909313,0.0011141050825909313
2024-05-24 09:00:00,Vender ETH,0.0547,0.020113830702129108,0.0011002265394064621,0.0011002265394064621
2024-05-24 17:00:00,Vender ETH,0.05384,0.0199968473174566,0.0010766302595718634,0.0010766302595718634
2024-05-25 01:00:00,Vender ETH,0.05417,0.019882368597818348,0.0010770279069438199,0.0010770279069438199
2024-05-25 09:00:00,Vender ETH,0.05442,0.01971856292463969,0.001073084194358892,0.001073084194358892
2024-05-25 13:00:00,Vender ETH,0.0541,0.019758501092964318,0.0010689349091293696,0.0010689349091293696
2024-05-25 18:00:00,Vender ETH,0.05431,0.019740256862961582,0.0010720933502274435,0.0010720933502274435
2024-05-25 23:00:00,Vender ETH,0.05413,0.0197839702939185,0.0010709063120098083,0.0010709063120098083
2024-05-26 03:00:00,Vender ETH,0.0546,0.01974020851630983,0.0010778153849905169,0.0010778153849905169
2024-05-26 05:00:00,Vender ETH,0.05439,0.019831009843431772,0.0010786086253842541,0.0010786086253842541
2024-05-26 11:00:00,Vender ETH,0.05515,0.01961463221284332,0.001081746966538309,0.001081746966538309
2024-05-26 14:00:00,Vender ETH,0.05576,0.01961818945481155,0.001093910244000292,0.001093910244000292
2024-05-26 16:00:00,Vender ETH,0.05617,0.019646376508625933,0.0011035369684895186,0.0011035369684895186
2024-05-26 18:00:00,Vender ETH,0.05593,0.01974126956152985,0.0011041292065763644,0.0011041292065763644
2024-05-26 21:00:00,Vender ETH,0.05621,0.01964992359096573,0.0011045222050481839,0.0011045222050481839
2024-05-27 01:00:00,Vender ETH,0.05622,0.01973418268801472,0.0011094557507201877,0.0011094557507201877
2024-05-27 07:00:00,Vender ETH,0.05703,0.01948464613136965,0.001111209368872011,0.001111209368872011
2024-05-27 11:00:00,Vender ETH,0.057,0.01949148165009667,0.0011110144540555102,0.0011110144540555102
2024-05-27 22:00:00,Vender ETH,0.05588,0.01957734720802661,0.001093982161984527,0.001093982161984527
2024-05-28 01:00:00,Vender ETH,0.05608,0.019566842460821444,0.0010973085252028666,0.0010973085252028666
2024-05-28 10:00:00,Vender ETH,0.05686,0.0193154114628211,0.0010982742957760076,0.0010982742957760076
2024-05-28 16:00:00,Vender ETH,0.05648,0.01928150097921362,0.0010890191753059853,0.0010890191753059853
2024-05-28 19:00:00,Vender ETH,0.05612,0.019295166111020293,0.001082844722150459,0.001082844722150459
2024-05-28 21:00:00,Vender ETH,0.05619,0.0193020449581187,0.0010845819061966898,0.0010845819061966898
2024-05-29 04:00:00,Vender ETH,0.05625,0.019295177125007824,0.00108535371328169,0.00108535371328169
2024-05-29 09:00:00,Vender ETH,0.05606,0.019274617532972653,0.001080535058898447,0.001080535058898447
2024-05-29 18:00:00,Vender ETH,0.05575,0.019216344636287516,0.001071311213473029,0.001071311213473029
2024-05-29 21:00:00,Vender ETH,0.05581,0.01925779639534476,0.0010747776168241912,0.0010747776168241912
2024-05-30 01:00:00,Vender ETH,0.05569,0.019302758922848263,0.0010749706444134197,0.0010749706444134197
2024-05-30 03:00:00,Vender ETH,0.05566,0.01932010503978109,0.0010753570465142153,0.0010753570465142153
2024-05-30 05:00:00,Vender ETH,0.05554,0.019375802639895773,0.0010761320786198112,0.0010761320786198112
2024-05-30 08:00:00,Vender ETH,0.05518,0.019516359786358562,0.0010769127330112654,0.0010769127330112654
2024-05-30 11:00:00,Vender ETH,0.0551,0.019541149210873986,0.0010767173215191566,0.0010767173215191566
2024-05-30 15:00:00,Vender ETH,0.05511,0.019498683837724677,0.0010745724662970069,0.0010745724662970069
2024-05-30 18:00:00,Vender ETH,0.05501,0.019548343938457467,0.0010753544000545454,0.0010753544000545454
2024-05-30 21:00:00,Vender ETH,0.05484,0.01962325547544791,0.0010761393302735633,0.0010761393302735633
2024-05-31 03:00:00,Vender ETH,0.05487,0.019630414634687402,0.001077120851005298,0.001077120851005298
2024-05-31 06:00:00,Vender ETH,0.05477,0.019677034179855644,0.0010777111620306936,0.0010777111620306936
2024-05-31 08:00:00,Vender ETH,0.05482,0.019705817554044498,0.0010802729183127194,0.0010802729183127194
2024-05-31 14:00:00,Vender ETH,0.0559,0.01942238256585256,0.0010857111854311581,0.0010857111854311581
2024-05-31 16:00:00,Vender ETH,0.05588,0.019488622965915598,0.0010890242513353636,0.0010890242513353636
2024-05-31 20:00:00,Vender ETH,0.05605,0.01947120063177836,0.001091360795411177,0.001091360795411177
2024-06-01 01:00:00,Vender ETH,0.05574,0.019485106149101535,0.0010860998167509196,0.0010860998167509196
2024-06-01 08:00:00,Vender ETH,0.05611,0.019467643247014152,0.0010923294625899641,0.0010923294625899641
2024-06-01 11:00:00,Vender ETH,0.05599,0.019495439275209067,0.0010915496450189556,0.0010915496450189556
2024-06-01 17:00:00,Vender ETH,0.05616,0.01944681355814993,0.0010921330494257,0.0010921330494257
2024-06-01 19:00:00,Vender ETH,0.05614,0.01946414274506683,0.001092716973708052,0.001092716973708052
2024-06-02 00:00:00,Vender ETH,0.05651,0.01940538046009682,0.0010965980498000712,0.0010965980498000712
2024-06-02 04:00:00,Vender ETH,0.05629,0.01942600619663545,0.0010934898888086094,0.0010934898888086094
2024-06-02 06:00:00,Vender ETH,0.05624,0.01946404216462459,0.001094657731338487,0.001094657731338487
2024-06-02 10:00:00,Vender ETH,0.05599,0.01954048074506403,0.001094071516916135,0.001094071516916135
2024-06-02 12:00:00,Vender ETH,0.05576,0.01962812193965079,0.0010944640793549279,0.0010944640793549279
2024-06-02 14:00:00,Vender ETH,0.05577,0.019649265338508578,0.0010958395279286235,0.0010958395279286235
2024-06-02 18:00:00,Vender ETH,0.0557,0.019656314402307147,0.001094856712208508,0.001094856712208508
2024-06-02 23:00:00,Vender ETH,0.0558,0.019621088032410538,0.001094856712208508,0.001094856712208508
2024-06-03 02:00:00,Vender ETH,0.05565,0.019673975062147495,0.001094856712208508,0.001094856712208508
2024-06-03 04:00:00,Vender ETH,0.05572,0.019709391758929037,0.001098207308807526,0.001098207308807526
2024-06-03 14:00:00,Vender ETH,0.05481,0.019780391008781085,0.0010841632311912911,0.0010841632311912911
2024-06-03 16:00:00,Vender ETH,0.05458,0.019874669682700113,0.001084759471281772,0.001084759471281772
2024-06-03 20:00:00,Vender ETH,0.05457,0.019878311733219207,0.001084759471281772,0.001084759471281772
2024-06-04 01:00:00,Vender ETH,0.05454,0.019911150353923865,0.0010859541403030076,0.0010859541403030076
2024-06-04 05:00:00,Vender ETH,0.05455,0.019922108609484637,0.001086751024647387,0.001086751024647387
2024-06-04 10:00:00,Vender ETH,0.05468,0.019892934736360737,0.0010877456713842052,0.0010877456713842052
2024-06-04 17:00:00,Vender ETH,0.05404,0.01992208189348361,0.0010765893055238542,0.0010765893055238542
2024-06-04 19:00:00,Vender ETH,0.05396,0.01997382756073941,0.0010777877351774985,0.0010777877351774985
2024-06-04 22:00:00,Vender ETH,0.05404,0.019962728934571187,0.0010787858716242269,0.0010787858716242269
2024-06-05 03:00:00,Vender ETH,0.05371,0.019970119800522528,0.001072595134486065,0.001072595134486065
2024-06-05 06:00:00,Vender ETH,0.05364,0.020037271333571176,0.0010747992343327578,0.0010747992343327578
2024-06-05 08:00:00,Vender ETH,0.05363,0.020085950931279347,0.0010772095484445114,0.0010772095484445114
2024-06-05 10:00:00,Vender ETH,0.05359,0.020112202174094686,0.0010778129145097343,0.0010778129145097343
2024-06-05 16:00:00,Vender ETH,0.0533,0.02006726707335197,0.00106958533500966,0.00106958533500966
2024-06-05 22:00:00,Vender ETH,0.05414,0.01971222511997162,0.0010672198679952634,0.0010672198679952634
2024-06-06 02:00:00,Vender ETH,0.05436,0.019636060128707698,0.0010674162285965504,0.0010674162285965504
2024-06-06 09:00:00,Vender ETH,0.05425,0.019639673019255757,0.0010654522612946248,0.0010654522612946248
2024-06-06 15:00:00,Vender ETH,0.05393,0.019697767818351353,0.0010623006184436884,0.0010623006184436884
2024-06-06 18:00:00,Vender ETH,0.05392,0.019705075467328664,0.0010624976691983616,0.0010624976691983616
2024-06-06 22:00:00,Vender ETH,0.05377,0.019756371684610665,0.0010623001054815154,0.0010623001054815154
2024-06-07 07:00:00,Vender ETH,0.05366,0.019771079573450874,0.0010609161299113738,0.0010609161299113738
2024-06-07 11:00:00,Vender ETH,0.05347,0.01979321137894354,0.0010583430124321111,0.0010583430124321111
2024-06-07 14:00:00,Vender ETH,0.0535,0.01979691381279669,0.0010591348889846229,0.0010591348889846229
2024-06-07 19:00:00,Vender ETH,0.05324,0.0198191408866883,0.0010551710608072851,0.0010551710608072851
2024-06-08 00:00:00,Vender ETH,0.05312,0.019845233417477622,0.0010541787991364114,0.0010541787991364114
2024-06-08 03:00:00,Vender ETH,0.05313,0.019845233417477622,0.001054377251470586,0.001054377251470586
2024-06-08 06:00:00,Vender ETH,0.05315,0.01984896934244326,0.0010549727205508592,0.0010549727205508592
2024-06-08 12:00:00,Vender ETH,0.0531,0.019815415487431612,0.0010521985623826186,0.0010521985623826186
2024-06-08 17:00:00,Vender ETH,0.05309,0.01981168447340649,0.0010518023286931505,0.0010518023286931505
2024-06-08 22:00:00,Vender ETH,0.05302,0.019841583261519535,0.0010520007445257657,0.0010520007445257657
2024-06-09 03:00:00,Vender ETH,0.05305,0.019837841684438348,0.0010523975013594544,0.0010523975013594544
2024-06-09 09:00:00,Vender ETH,0.05319,0.019793069425605686,0.0010527933627479664,0.0010527933627479664
2024-06-09 11:00:00,Vender ETH,0.05325,0.019796791326588313,0.0010541791381408277,0.0010541791381408277
2024-06-09 14:00:00,Vender ETH,0.05313,0.019834038346958186,0.0010537824573738884,0.0010537824573738884
2024-06-09 16:00:00,Vender ETH,0.05313,0.019845244018340646,0.0010543778146944384,0.0010543778146944384
2024-06-09 18:00:00,Vender ETH,0.05313,0.01984897994530193,0.0010545763044938915,0.0010545763044938915
2024-06-09 20:00:00,Vender ETH,0.0531,0.01986767717584573,0.0010549736580374083,0.0010549736580374083
2024-06-10 04:00:00,Vender ETH,0.05298,0.019815433096119613,0.001049821645432417,0.001049821645432417
2024-06-10 08:00:00,Vender ETH,0.05289,0.019822916265717843,0.0010484340412938167,0.0010484340412938167
2024-06-10 10:00:00,Vender ETH,0.05296,0.019826664926131176,0.001050020174487907,0.001050020174487907
2024-06-10 12:00:00,Vender ETH,0.05299,0.019845401143222585,0.001051607806579365,0.001051607806579365
2024-06-10 15:00:00,Vender ETH,0.05286,0.01986789734705016,0.0010502170537650714,0.0010502170537650714
2024-06-10 18:00:00,Vender ETH,0.0528,0.019894242352056668,0.001050415996188592,0.001050415996188592
2024-06-10 21:00:00,Vender ETH,0.0528,0.01989801091472991,0.0010506149762977393,0.0010506149762977393
2024-06-11 00:00:00,Vender ETH,0.05276,0.01992064801474667,0.0010510133892580342,0.0010510133892580342
2024-06-11 05:00:00,Vender ETH,0.05245,0.020007869584200155,0.001049412759691298,0.001049412759691298
2024-06-11 07:00:00,Vender ETH,0.05231,0.020069090833645015,0.0010498141415079707,0.0010498141415079707
2024-06-11 17:00:00,Vender ETH,0.05201,0.01990546343397745,0.0010352831532011672,0.0010352831532011672
2024-06-11 21:00:00,Vender ETH,0.05195,0.019909291407714753,0.0010342876886307816,0.0010342876886307816
2024-06-12 00:00:00,Vender ETH,0.05197,0.019909291407714753,0.0010346858744589358,0.0010346858744589358
2024-06-12 02:00:00,Vender ETH,0.0519,0.01996306915799606,0.0010360832892999956,0.0010360832892999956
2024-06-12 12:00:00,Vender ETH,0.05248,0.019833141066232685,0.0010408432431558913,0.0010408432431558913
2024-06-12 16:00:00,Vender ETH,0.05195,0.019958643205290342,0.0010368515145148334,0.0010368515145148334
2024-06-12 19:00:00,Vender ETH,0.05226,0.019981721227882703,0.00104424475136915,0.00104424475136915
2024-06-12 22:00:00,Vender ETH,0.05225,0.020004688723546934,0.0010452449858053272,0.0010452449858053272
2024-06-13 03:00:00,Vender ETH,0.05192,0.02003920601620643,0.0010404355763614379,0.0010404355763614379
2024-06-13 07:00:00,Vender ETH,0.05179,0.020108921073858484,0.0010414410224151309,0.0010414410224151309
2024-06-13 13:00:00,Vender ETH,0.05179,0.020120576167216592,0.0010420446397001475,0.0010420446397001475
2024-06-13 16:00:00,Vender ETH,0.05181,0.020120576167216592,0.0010424470512234918,0.0010424470512234918
2024-06-14 00:00:00,Vender ETH,0.05206,0.019993230748436744,0.001040847592763617,0.001040847592763617
2024-06-14 04:00:00,Vender ETH,0.0524,0.019901483609246977,0.0010428377411245415,0.0010428377411245415
2024-06-14 09:00:00,Vender ETH,0.05252,0.019878721714154432,0.0010440304644273907,0.0010440304644273907
2024-06-14 15:00:00,Vender ETH,0.05215,0.019905251943324896,0.0010380588888443934,0.0010380588888443934
2024-06-14 19:00:00,Vender ETH,0.052,0.01991670930246342,0.0010356688837280979,0.0010356688837280979
2024-06-14 21:00:00,Vender ETH,0.05294,0.01995508446489591,0.0010564221715715896,0.0010564221715715896
2024-06-15 00:00:00,Vender ETH,0.05277,0.02001557733178457,0.0010562220157982719,0.0010562220157982719
