timestamp,symbol,amount
2025-01-27T15:32:13.091028,USDT,0.000101
2025-01-27T15:33:02.377658,BTC,2e-06
2025-01-27T15:33:02.377658,ETH,0.003612
2025-01-27T15:33:02.377658,USDT,0.000101
2025-01-27T15:33:50.389695,BTC,2e-06
2025-01-27T15:33:50.389695,ETH,0.003612
2025-01-27T15:33:50.389695,USDT,0.000101
2025-01-27T15:34:39.472943,BTC,2e-06
2025-01-27T15:34:39.472943,ETH,0.003612
2025-01-27T15:34:39.472943,USDT,0.000101
2025-01-27T15:35:31.441435,BTC,2e-06
2025-01-27T15:35:31.441435,ETH,0.003612
2025-01-27T15:35:31.441435,USDT,0.000101
2025-01-27T15:36:19.454226,BTC,2e-06
2025-01-27T15:36:19.454226,ETH,0.003612
2025-01-27T15:36:19.454226,USDT,0.000101
2025-01-27T15:37:08.346746,BTC,2e-06
2025-01-27T15:37:08.346746,ETH,0.003612
2025-01-27T15:37:08.346746,USDT,0.000101
2025-01-27T15:37:56.681446,BTC,2e-06
2025-01-27T15:37:56.681446,ETH,0.003612
2025-01-27T15:37:56.681446,USDT,0.000101
2025-01-27T15:38:47.516068,BTC,2e-06
2025-01-27T15:38:47.516068,ETH,0.003612
2025-01-27T15:38:47.516068,USDT,0.000101
2025-01-27T15:39:41.194934,BTC,2e-06
2025-01-27T15:39:41.194934,ETH,0.003612
2025-01-27T15:39:41.194934,USDT,0.000101
2025-01-27T17:55:01.305970,BTC,2e-06
2025-01-27T17:55:01.305970,ETH,0.003612
2025-01-27T17:55:01.305970,USDT,0.000101
2025-01-27T18:28:33.966656,BTC,2e-06
2025-01-27T18:28:33.966656,ETH,0.003612
2025-01-27T18:28:33.966656,USDT,0.000101
2025-01-28T14:11:07.484742,BTC,2e-06
2025-01-28T14:11:07.484742,ETH,0.003612
2025-01-28T14:11:07.484742,USDT,0.000101
2025-01-28T14:12:45.001835,BTC,2e-06
2025-01-28T14:12:45.001835,ETH,0.003612
2025-01-28T14:12:45.001835,USDT,0.000101
2025-01-28T14:14:01.228219,BTC,2e-06
2025-01-28T14:14:01.228219,ETH,0.003612
2025-01-28T14:14:01.228219,USDT,0.000101
2025-01-28T14:14:49.404006,BTC,2e-06
2025-01-28T14:14:49.404006,ETH,0.003612
2025-01-28T14:14:49.404006,USDT,0.000101
2025-01-28T14:15:37.954600,BTC,2e-06
2025-01-28T14:15:37.954600,ETH,0.003612
2025-01-28T14:15:37.954600,USDT,0.000101
2025-01-28T14:16:26.801147,BTC,2e-06
2025-01-28T14:16:26.801147,ETH,0.003612
2025-01-28T14:16:26.801147,USDT,0.000101
2025-01-28T14:17:14.882783,BTC,2e-06
2025-01-28T14:17:14.882783,ETH,0.003612
2025-01-28T14:17:14.882783,USDT,0.000101
2025-01-30T02:06:31.257504,BTC,2e-06
2025-01-30T02:06:31.257504,ETH,0.003612
2025-01-30T02:06:31.257504,USDT,0.000101
2025-04-13T22:12:39.177122,BTC,0.000119
2025-04-13T22:12:39.177122,BNB,6e-06
2025-04-13T22:12:39.177122,LDBNB,0.018528
2025-04-13T22:13:29.408932,BTC,0.000119
2025-04-13T22:13:29.408932,BNB,6e-06
2025-04-13T22:13:29.408932,LDBNB,0.018528
2025-04-13T22:14:17.130108,BTC,0.000119
2025-04-13T22:14:17.130108,BNB,6e-06
2025-04-13T22:14:17.130108,LDBNB,0.018528
2025-04-13T22:15:04.610820,BTC,0.000119
2025-04-13T22:15:04.610820,BNB,6e-06
2025-04-13T22:15:04.610820,LDBNB,0.018528
2025-04-13T22:15:51.645701,BTC,0.000119
2025-04-13T22:15:51.645701,BNB,6e-06
2025-04-13T22:15:51.645701,LDBNB,0.018528
2025-04-13T22:16:38.856591,BTC,0.000119
2025-04-13T22:16:38.856591,BNB,6e-06
2025-04-13T22:16:38.856591,LDBNB,0.018528
2025-04-13T22:17:26.168376,BTC,0.000119
2025-04-13T22:17:26.168376,BNB,6e-06
2025-04-13T22:17:26.168376,LDBNB,0.018528
2025-04-13T22:18:13.632629,BTC,0.000119
2025-04-13T22:18:13.632629,BNB,6e-06
2025-04-13T22:18:13.632629,LDBNB,0.018528
2025-04-13T22:19:00.672366,BTC,0.000119
2025-04-13T22:19:00.672366,BNB,6e-06
2025-04-13T22:19:00.672366,LDBNB,0.018528
2025-04-13T22:19:47.372910,BTC,0.000119
2025-04-13T22:19:47.372910,BNB,6e-06
2025-04-13T22:19:47.372910,LDBNB,0.018528
2025-04-13T22:20:34.372881,BTC,0.000119
2025-04-13T22:20:34.372881,BNB,6e-06
2025-04-13T22:20:34.372881,LDBNB,0.018528
2025-04-13T22:21:20.862745,BTC,0.000119
2025-04-13T22:21:20.862745,BNB,6e-06
2025-04-13T22:21:20.862745,LDBNB,0.018528
2025-04-13T22:22:07.368772,BTC,0.000119
2025-04-13T22:22:07.368772,BNB,6e-06
2025-04-13T22:22:07.368772,LDBNB,0.018528
2025-04-13T22:22:55.356176,BTC,0.000119
2025-04-13T22:22:55.356176,BNB,6e-06
2025-04-13T22:22:55.356176,LDBNB,0.018528
2025-04-13T22:23:42.971951,BTC,0.000119
2025-04-13T22:23:42.971951,BNB,6e-06
2025-04-13T22:23:42.971951,LDBNB,0.018528
2025-04-13T22:24:29.214022,BTC,0.000119
2025-04-13T22:24:29.214022,BNB,6e-06
2025-04-13T22:24:29.214022,LDBNB,0.018528
2025-04-13T22:25:14.540061,BTC,0.000119
2025-04-13T22:25:14.540061,BNB,6e-06
2025-04-13T22:25:14.540061,LDBNB,0.018528
2025-04-13T22:26:00.296973,BTC,0.000119
2025-04-13T22:26:00.296973,BNB,6e-06
2025-04-13T22:26:00.296973,LDBNB,0.018528
2025-04-13T22:26:46.081308,BTC,0.000119
2025-04-13T22:26:46.081308,BNB,6e-06
2025-04-13T22:26:46.081308,LDBNB,0.018528
2025-04-13T22:27:33.231572,BTC,0.000119
2025-04-13T22:27:33.231572,BNB,6e-06
2025-04-13T22:27:33.231572,LDBNB,0.018528
2025-04-13T22:28:21.419021,BTC,0.000119
2025-04-13T22:28:21.419021,BNB,6e-06
2025-04-13T22:28:21.419021,LDBNB,0.018528
2025-04-13T22:29:08.213404,BTC,0.000119
2025-04-13T22:29:08.213404,BNB,6e-06
2025-04-13T22:29:08.213404,LDBNB,0.018528
2025-04-13T22:29:55.304852,BTC,0.000119
2025-04-13T22:29:55.304852,BNB,6e-06
2025-04-13T22:29:55.304852,LDBNB,0.018528
2025-04-13T22:30:42.667856,BTC,0.000119
2025-04-13T22:30:42.667856,BNB,6e-06
2025-04-13T22:30:42.667856,LDBNB,0.018528
2025-04-13T22:31:31.533803,BTC,0.000119
2025-04-13T22:31:31.533803,BNB,6e-06
2025-04-13T22:31:31.533803,LDBNB,0.018528
2025-04-13T22:32:19.071249,BTC,0.000119
2025-04-13T22:32:19.071249,BNB,6e-06
2025-04-13T22:32:19.071249,LDBNB,0.018528
2025-04-13T22:33:06.582676,BTC,0.000119
2025-04-13T22:33:06.582676,BNB,6e-06
2025-04-13T22:33:06.582676,LDBNB,0.018528
2025-04-13T22:33:54.053946,BTC,0.000119
2025-04-13T22:33:54.053946,BNB,6e-06
2025-04-13T22:33:54.053946,LDBNB,0.018528
2025-04-13T22:34:40.802302,BTC,0.000119
2025-04-13T22:34:40.802302,BNB,6e-06
2025-04-13T22:34:40.802302,LDBNB,0.018528
2025-04-13T22:35:29.229611,BTC,0.000119
2025-04-13T22:35:29.229611,BNB,6e-06
2025-04-13T22:35:29.229611,LDBNB,0.018528
2025-04-13T22:36:16.715092,BTC,0.000119
2025-04-13T22:36:16.715092,BNB,6e-06
2025-04-13T22:36:16.715092,LDBNB,0.018528
2025-04-13T22:37:05.798106,BTC,0.000119
2025-04-13T22:37:05.798106,BNB,6e-06
2025-04-13T22:37:05.798106,LDBNB,0.018528
2025-04-13T22:37:52.720846,BTC,0.000119
2025-04-13T22:37:52.720846,BNB,6e-06
2025-04-13T22:37:52.720846,LDBNB,0.018528
2025-04-13T22:38:40.497432,BTC,0.000119
2025-04-13T22:38:40.497432,BNB,6e-06
2025-04-13T22:38:40.497432,LDBNB,0.018528
2025-04-13T22:39:28.010773,BTC,0.000119
2025-04-13T22:39:28.010773,BNB,6e-06
2025-04-13T22:39:28.010773,LDBNB,0.018528
2025-04-13T22:40:16.457127,BTC,0.000119
2025-04-13T22:40:16.457127,BNB,6e-06
2025-04-13T22:40:16.457127,LDBNB,0.018528
2025-04-13T22:41:03.921972,BTC,0.000119
2025-04-13T22:41:03.921972,BNB,6e-06
2025-04-13T22:41:03.921972,LDBNB,0.018528
2025-04-13T22:41:50.900540,BTC,0.000119
2025-04-13T22:41:50.900540,BNB,6e-06
2025-04-13T22:41:50.900540,LDBNB,0.018528
2025-04-13T22:42:38.932463,BTC,0.000119
2025-04-13T22:42:38.932463,BNB,6e-06
2025-04-13T22:42:38.932463,LDBNB,0.018528
2025-04-13T22:43:27.774240,BTC,0.000119
2025-04-13T22:43:27.774240,BNB,6e-06
2025-04-13T22:43:27.774240,LDBNB,0.018528
2025-04-13T22:44:15.287670,BTC,0.000119
2025-04-13T22:44:15.287670,BNB,6e-06
2025-04-13T22:44:15.287670,LDBNB,0.018528
2025-04-13T22:45:03.866028,BTC,0.000119
2025-04-13T22:45:03.866028,BNB,6e-06
2025-04-13T22:45:03.866028,LDBNB,0.018528
2025-04-13T22:45:52.157143,BTC,0.000119
2025-04-13T22:45:52.157143,BNB,6e-06
2025-04-13T22:45:52.157143,LDBNB,0.018528
2025-04-13T22:46:39.672344,BTC,0.000119
2025-04-13T22:46:39.672344,BNB,6e-06
2025-04-13T22:46:39.672344,LDBNB,0.018528
2025-04-13T22:47:26.955996,BTC,0.000119
2025-04-13T22:47:26.955996,BNB,6e-06
2025-04-13T22:47:26.955996,LDBNB,0.018528
2025-04-13T22:48:14.187205,BTC,0.000119
2025-04-13T22:48:14.187205,BNB,6e-06
2025-04-13T22:48:14.187205,LDBNB,0.018528
2025-04-13T22:49:02.006178,BTC,0.000119
2025-04-13T22:49:02.006178,BNB,6e-06
2025-04-13T22:49:02.006178,LDBNB,0.018528
2025-04-13T22:49:49.484207,BTC,0.000119
2025-04-13T22:49:49.484207,BNB,6e-06
2025-04-13T22:49:49.484207,LDBNB,0.018528
2025-04-13T22:50:38.163085,BTC,0.000119
2025-04-13T22:50:38.163085,BNB,6e-06
2025-04-13T22:50:38.163085,LDBNB,0.018528
2025-04-13T22:51:25.677923,BTC,0.000119
2025-04-13T22:51:25.677923,BNB,6e-06
2025-04-13T22:51:25.677923,LDBNB,0.018528
2025-04-13T22:52:13.706226,BTC,0.000119
2025-04-13T22:52:13.706226,BNB,6e-06
2025-04-13T22:52:13.706226,LDBNB,0.018528
2025-04-13T22:53:02.174082,BTC,0.000119
2025-04-13T22:53:02.174082,BNB,6e-06
2025-04-13T22:53:02.174082,LDBNB,0.018528
2025-04-13T22:53:50.096619,BTC,0.000119
2025-04-13T22:53:50.096619,BNB,6e-06
2025-04-13T22:53:50.096619,LDBNB,0.018528
2025-04-13T22:54:37.305978,BTC,0.000119
2025-04-13T22:54:37.305978,BNB,6e-06
2025-04-13T22:54:37.305978,LDBNB,0.018528
2025-04-13T22:55:25.912147,BTC,0.000119
2025-04-13T22:55:25.912147,BNB,6e-06
2025-04-13T22:55:25.912147,LDBNB,0.018528
2025-04-13T22:56:14.073042,BTC,0.000119
2025-04-13T22:56:14.073042,BNB,6e-06
2025-04-13T22:56:14.073042,LDBNB,0.018528
2025-04-13T22:57:03.646789,BTC,0.000119
2025-04-13T22:57:03.646789,BNB,6e-06
2025-04-13T22:57:03.646789,LDBNB,0.018528
2025-04-13T22:57:51.047686,BTC,0.000119
2025-04-13T22:57:51.047686,BNB,6e-06
2025-04-13T22:57:51.047686,LDBNB,0.018528
2025-04-13T22:58:38.663484,BTC,0.000119
2025-04-13T22:58:38.663484,BNB,6e-06
2025-04-13T22:58:38.663484,LDBNB,0.018528
2025-04-13T22:59:27.503608,BTC,0.000119
2025-04-13T22:59:27.503608,BNB,6e-06
2025-04-13T22:59:27.503608,LDBNB,0.018528
2025-04-13T23:00:17.988120,BTC,0.000119
2025-04-13T23:00:17.988120,BNB,6e-06
2025-04-13T23:00:17.988120,LDBNB,0.018528
2025-04-13T23:01:05.872814,BTC,0.000119
2025-04-13T23:01:05.872814,BNB,6e-06
2025-04-13T23:01:05.872814,LDBNB,0.018528
2025-04-13T23:01:53.428581,BTC,0.000119
2025-04-13T23:01:53.428581,BNB,6e-06
2025-04-13T23:01:53.428581,LDBNB,0.018528
2025-04-13T23:02:40.564547,BTC,0.000119
2025-04-13T23:02:40.564547,BNB,6e-06
2025-04-13T23:02:40.564547,LDBNB,0.018528
2025-04-13T23:03:29.049119,BTC,0.000119
2025-04-13T23:03:29.049119,BNB,6e-06
2025-04-13T23:03:29.049119,LDBNB,0.018528
2025-04-13T23:04:19.242593,BTC,0.000119
2025-04-13T23:04:19.242593,BNB,6e-06
2025-04-13T23:04:19.242593,LDBNB,0.018528
2025-04-13T23:05:11.874360,BTC,0.000119
2025-04-13T23:05:11.874360,BNB,6e-06
2025-04-13T23:05:11.874360,LDBNB,0.018528
2025-04-13T23:06:00.823101,BTC,0.000119
2025-04-13T23:06:00.823101,BNB,6e-06
2025-04-13T23:06:00.823101,LDBNB,0.018528
2025-04-13T23:06:48.110568,BTC,0.000119
2025-04-13T23:06:48.110568,BNB,6e-06
2025-04-13T23:06:48.110568,LDBNB,0.018528
2025-04-13T23:07:34.752791,BTC,0.000119
2025-04-13T23:07:34.752791,BNB,6e-06
2025-04-13T23:07:34.752791,LDBNB,0.018528
2025-04-13T23:08:21.874304,BTC,0.000119
2025-04-13T23:08:21.874304,BNB,6e-06
2025-04-13T23:08:21.874304,LDBNB,0.018528
2025-04-13T23:09:09.539137,BTC,0.000119
2025-04-13T23:09:09.539137,BNB,6e-06
2025-04-13T23:09:09.539137,LDBNB,0.018528
2025-04-13T23:09:58.152778,BTC,0.000119
2025-04-13T23:09:58.152778,BNB,6e-06
2025-04-13T23:09:58.152778,LDBNB,0.018528
2025-04-13T23:10:47.167658,BTC,0.000119
2025-04-13T23:10:47.167658,BNB,6e-06
2025-04-13T23:10:47.167658,LDBNB,0.018528
2025-04-13T23:11:34.067082,BTC,0.000119
2025-04-13T23:11:34.067082,BNB,6e-06
2025-04-13T23:11:34.067082,LDBNB,0.018528
2025-04-13T23:12:21.347859,BTC,0.000119
2025-04-13T23:12:21.347859,BNB,6e-06
2025-04-13T23:12:21.347859,LDBNB,0.018528
2025-04-13T23:13:08.581661,BTC,0.000119
2025-04-13T23:13:08.581661,BNB,6e-06
2025-04-13T23:13:08.581661,LDBNB,0.018528
2025-04-13T23:13:56.199103,BTC,0.000119
2025-04-13T23:13:56.199103,BNB,6e-06
2025-04-13T23:13:56.199103,LDBNB,0.018528
2025-04-13T23:14:42.684184,BTC,0.000119
2025-04-13T23:14:42.684184,BNB,6e-06
2025-04-13T23:14:42.684184,LDBNB,0.018528
2025-04-13T23:15:30.302862,BTC,0.000119
2025-04-13T23:15:30.302862,BNB,6e-06
2025-04-13T23:15:30.302862,LDBNB,0.018528
2025-04-13T23:16:17.795110,BTC,0.000119
2025-04-13T23:16:17.795110,BNB,6e-06
2025-04-13T23:16:17.795110,LDBNB,0.018528
2025-04-13T23:17:04.815558,BTC,0.000119
2025-04-13T23:17:04.815558,BNB,6e-06
2025-04-13T23:17:04.815558,LDBNB,0.018528
2025-04-13T23:17:53.970544,BTC,0.000119
2025-04-13T23:17:53.970544,BNB,6e-06
2025-04-13T23:17:53.970544,LDBNB,0.018528
2025-04-13T23:18:40.786000,BTC,0.000119
2025-04-13T23:18:40.786000,BNB,6e-06
2025-04-13T23:18:40.786000,LDBNB,0.018528
2025-04-13T23:19:28.384267,BTC,0.000119
2025-04-13T23:19:28.384267,BNB,6e-06
2025-04-13T23:19:28.384267,LDBNB,0.018528
2025-04-13T23:20:16.104689,BTC,0.000119
2025-04-13T23:20:16.104689,BNB,6e-06
2025-04-13T23:20:16.104689,LDBNB,0.018528
2025-04-13T23:21:04.014536,BTC,0.000119
2025-04-13T23:21:04.014536,BNB,6e-06
2025-04-13T23:21:04.014536,LDBNB,0.018528
2025-04-13T23:21:51.211395,BTC,0.000119
2025-04-13T23:21:51.211395,BNB,6e-06
2025-04-13T23:21:51.211395,LDBNB,0.018528
2025-04-13T23:22:37.481141,BTC,0.000119
2025-04-13T23:22:37.481141,BNB,6e-06
2025-04-13T23:22:37.481141,LDBNB,0.018528
2025-04-13T23:23:26.559027,BTC,0.000119
2025-04-13T23:23:26.559027,BNB,6e-06
2025-04-13T23:23:26.559027,LDBNB,0.018528
2025-04-13T23:24:19.061281,BTC,0.000119
2025-04-13T23:24:19.061281,BNB,6e-06
2025-04-13T23:24:19.061281,LDBNB,0.018528
2025-04-13T23:25:07.819727,BTC,0.000119
2025-04-13T23:25:07.819727,BNB,6e-06
2025-04-13T23:25:07.819727,LDBNB,0.018528
2025-04-13T23:25:54.788564,BTC,0.000119
2025-04-13T23:25:54.788564,BNB,6e-06
2025-04-13T23:25:54.788564,LDBNB,0.018528
2025-04-13T23:26:41.738003,BTC,0.000119
2025-04-13T23:26:41.738003,BNB,6e-06
2025-04-13T23:26:41.738003,LDBNB,0.018528
2025-04-13T23:27:30.570049,BTC,0.000119
2025-04-13T23:27:30.570049,BNB,6e-06
2025-04-13T23:27:30.570049,LDBNB,0.018528
2025-04-13T23:28:17.464877,BTC,0.000119
2025-04-13T23:28:17.464877,BNB,6e-06
2025-04-13T23:28:17.464877,LDBNB,0.018528
2025-04-13T23:29:05.178909,BTC,0.000119
2025-04-13T23:29:05.178909,BNB,6e-06
2025-04-13T23:29:05.178909,LDBNB,0.018528
2025-04-13T23:29:52.457292,BTC,0.000119
2025-04-13T23:29:52.457292,BNB,6e-06
2025-04-13T23:29:52.457292,LDBNB,0.018528
2025-04-13T23:30:39.497103,BTC,0.000119
2025-04-13T23:30:39.497103,BNB,6e-06
2025-04-13T23:30:39.497103,LDBNB,0.018528
2025-04-13T23:31:26.902015,BTC,0.000119
2025-04-13T23:31:26.902015,BNB,6e-06
2025-04-13T23:31:26.902015,LDBNB,0.018528
2025-04-13T23:32:19.050361,BTC,0.000119
2025-04-13T23:32:19.050361,BNB,6e-06
2025-04-13T23:32:19.050361,LDBNB,0.018528
2025-04-13T23:33:05.305199,BTC,0.000119
2025-04-13T23:33:05.305199,BNB,6e-06
2025-04-13T23:33:05.305199,LDBNB,0.018528
2025-04-13T23:33:51.976833,BTC,0.000119
2025-04-13T23:33:51.976833,BNB,6e-06
2025-04-13T23:33:51.976833,LDBNB,0.018528
2025-04-13T23:34:37.673690,BTC,0.000119
2025-04-13T23:34:37.673690,BNB,6e-06
2025-04-13T23:34:37.673690,LDBNB,0.018528
2025-04-13T23:35:23.554734,BTC,0.000119
2025-04-13T23:35:23.554734,BNB,6e-06
2025-04-13T23:35:23.554734,LDBNB,0.018528
2025-04-13T23:36:10.582880,BTC,0.000119
2025-04-13T23:36:10.582880,BNB,6e-06
2025-04-13T23:36:10.582880,LDBNB,0.018528
2025-04-13T23:36:56.967083,BTC,0.000119
2025-04-13T23:36:56.967083,BNB,6e-06
2025-04-13T23:36:56.967083,LDBNB,0.018528
2025-04-13T23:37:43.646830,BTC,0.000119
2025-04-13T23:37:43.646830,BNB,6e-06
2025-04-13T23:37:43.646830,LDBNB,0.018528
2025-04-13T23:38:29.872088,BTC,0.000119
2025-04-13T23:38:29.872088,BNB,6e-06
2025-04-13T23:38:29.872088,LDBNB,0.018528
2025-04-13T23:39:17.193622,BTC,0.000119
2025-04-13T23:39:17.193622,BNB,6e-06
2025-04-13T23:39:17.193622,LDBNB,0.018528
2025-04-13T23:40:03.537449,BTC,0.000119
2025-04-13T23:40:03.537449,BNB,6e-06
2025-04-13T23:40:03.537449,LDBNB,0.018528
2025-04-13T23:40:50.050739,BTC,0.000119
2025-04-13T23:40:50.050739,BNB,6e-06
2025-04-13T23:40:50.050739,LDBNB,0.018528
2025-04-13T23:41:37.204925,BTC,0.000119
2025-04-13T23:41:37.204925,BNB,6e-06
2025-04-13T23:41:37.204925,LDBNB,0.018528
2025-04-13T23:42:23.665772,BTC,0.000119
2025-04-13T23:42:23.665772,BNB,6e-06
2025-04-13T23:42:23.665772,LDBNB,0.018528
2025-04-13T23:43:10.103288,BTC,0.000119
2025-04-13T23:43:10.103288,BNB,6e-06
2025-04-13T23:43:10.103288,LDBNB,0.018528
2025-04-13T23:43:56.803317,BTC,0.000119
2025-04-13T23:43:56.803317,BNB,6e-06
2025-04-13T23:43:56.803317,LDBNB,0.018528
2025-04-13T23:44:44.087573,BTC,0.000119
2025-04-13T23:44:44.087573,BNB,6e-06
2025-04-13T23:44:44.087573,LDBNB,0.018528
2025-04-13T23:45:30.723598,BTC,0.000119
2025-04-13T23:45:30.723598,BNB,6e-06
2025-04-13T23:45:30.723598,LDBNB,0.018528
2025-04-13T23:46:19.855752,BTC,0.000119
2025-04-13T23:46:19.855752,BNB,6e-06
2025-04-13T23:46:19.855752,LDBNB,0.018528
2025-04-13T23:47:07.153517,BTC,0.000119
2025-04-13T23:47:07.153517,BNB,6e-06
2025-04-13T23:47:07.153517,LDBNB,0.018528
2025-04-13T23:47:54.120542,BTC,0.000119
2025-04-13T23:47:54.120542,BNB,6e-06
2025-04-13T23:47:54.120542,LDBNB,0.018528
2025-04-13T23:48:41.144372,BTC,0.000119
2025-04-13T23:48:41.144372,BNB,6e-06
2025-04-13T23:48:41.144372,LDBNB,0.018528
2025-04-13T23:49:28.782450,BTC,0.000119
2025-04-13T23:49:28.782450,BNB,6e-06
2025-04-13T23:49:28.782450,LDBNB,0.018528
2025-04-13T23:50:16.089290,BTC,0.000119
2025-04-13T23:50:16.089290,BNB,6e-06
2025-04-13T23:50:16.089290,LDBNB,0.018528
2025-04-13T23:51:07.073569,BTC,0.000119
2025-04-13T23:51:07.073569,BNB,6e-06
2025-04-13T23:51:07.073569,LDBNB,0.018528
2025-04-13T23:51:56.766289,BTC,0.000119
2025-04-13T23:51:56.766289,BNB,6e-06
2025-04-13T23:51:56.766289,LDBNB,0.018528
2025-04-13T23:52:44.555240,BTC,0.000119
2025-04-13T23:52:44.555240,BNB,6e-06
2025-04-13T23:52:44.555240,LDBNB,0.018528
2025-04-13T23:53:32.269327,BTC,0.000119
2025-04-13T23:53:32.269327,BNB,6e-06
2025-04-13T23:53:32.269327,LDBNB,0.018528
2025-04-13T23:54:18.658463,BTC,0.000119
2025-04-13T23:54:18.658463,BNB,6e-06
2025-04-13T23:54:18.658463,LDBNB,0.018528
2025-04-13T23:55:05.787805,BTC,0.000119
2025-04-13T23:55:05.787805,BNB,6e-06
2025-04-13T23:55:05.787805,LDBNB,0.018528
2025-04-13T23:55:53.417226,BTC,0.000119
2025-04-13T23:55:53.417226,BNB,6e-06
2025-04-13T23:55:53.417226,LDBNB,0.018528
2025-04-13T23:56:40.734858,BTC,0.000119
2025-04-13T23:56:40.734858,BNB,6e-06
2025-04-13T23:56:40.734858,LDBNB,0.018528
2025-04-13T23:57:26.563483,BTC,0.000119
2025-04-13T23:57:26.563483,BNB,6e-06
2025-04-13T23:57:26.563483,LDBNB,0.018528
2025-04-13T23:58:14.792158,BTC,0.000119
2025-04-13T23:58:14.792158,BNB,6e-06
2025-04-13T23:58:14.792158,LDBNB,0.018528
2025-04-13T23:59:01.893876,BTC,0.000119
2025-04-13T23:59:01.893876,BNB,6e-06
2025-04-13T23:59:01.893876,LDBNB,0.018528
2025-04-13T23:59:49.392890,BTC,0.000119
2025-04-13T23:59:49.392890,BNB,6e-06
2025-04-13T23:59:49.392890,LDBNB,0.018528
2025-04-14T00:00:36.091145,BTC,0.000119
2025-04-14T00:00:36.091145,BNB,6e-06
2025-04-14T00:00:36.091145,LDBNB,0.018528
2025-04-14T00:01:23.741752,BTC,0.000119
2025-04-14T00:01:23.741752,BNB,6e-06
2025-04-14T00:01:23.741752,LDBNB,0.018528
2025-04-14T00:02:12.410465,BTC,0.000119
2025-04-14T00:02:12.410465,BNB,6e-06
2025-04-14T00:02:12.410465,LDBNB,0.018528
2025-04-14T00:02:59.624377,BTC,0.000119
2025-04-14T00:02:59.624377,BNB,6e-06
2025-04-14T00:02:59.624377,LDBNB,0.018528
2025-04-14T00:03:46.102196,BTC,0.000119
2025-04-14T00:03:46.102196,BNB,6e-06
2025-04-14T00:03:46.102196,LDBNB,0.018528
2025-04-14T00:04:32.895931,BTC,0.000119
2025-04-14T00:04:32.895931,BNB,6e-06
2025-04-14T00:04:32.895931,LDBNB,0.018528
2025-04-14T00:05:21.154212,BTC,0.000119
2025-04-14T00:05:21.154212,BNB,6e-06
2025-04-14T00:05:21.154212,LDBNB,0.018528
2025-04-14T00:06:09.850081,BTC,0.000119
2025-04-14T00:06:09.850081,BNB,6e-06
2025-04-14T00:06:09.850081,LDBNB,0.018528
2025-04-14T00:06:58.821194,BTC,0.000119
2025-04-14T00:06:58.821194,BNB,6e-06
2025-04-14T00:06:58.821194,LDBNB,0.018528
2025-04-14T00:07:45.378324,BTC,0.000119
2025-04-14T00:07:45.378324,BNB,6e-06
2025-04-14T00:07:45.378324,LDBNB,0.018528
2025-04-14T00:08:31.521142,BTC,0.000119
2025-04-14T00:08:31.521142,BNB,6e-06
